Date,Incident Narrative,Incident type,Incident impact,(Presumed) perpetrator,Number of Fatalities,Countrywide/ multiple locations,State,Location,Specifics about the location,Feature,Latitude,Longitude,Maxar Imagery Status (since March),ReadyToMap,Satellite imagery request,Source 1,URL Link to source 1,Source 2,URL Link to source 2,Source 3,URL Link to Source 3,,
5/12/2024,"On May 12, Sudan Tribune reported that, after investigation, it has ""uncovered evidence suggesting the Rapid Support Forces (RSF) have been executing civilians by hanging inside secret execution chambers across the capital, Khartoum."" According to accounts by eyewitnesses and activists, there are ""at least 14 secret execution chambers established by the RSF in Khartoum, Bahri, and Omdurman. These facilities are allegedly overseen by officers who act as judges, issuing death sentences for civilians accused of collaborating with the army intelligence."" Based on video clips of executions, and the accounts of eyewitnesses and activists, the existence of torture or execution rooms were reported in the following neighborhoods: Omdurman’s Wad al-Basir area, Al-Inqaz Street, facing the Weta Factory, Shambat Al-Aradi neighbourhood, the Al-Safia neighbourhood, the Parachute Regiment camp in the Hijra neighbourhood, Al-Kalakla Al-Qubba, Al-Safa,  Al-Kalakla Al-Munawara, and he El-Alamein Sports Club neighbourhoods. ""One resident described the setup: a steel beam near the ceiling, a steel stand in the middle, a strong rope attached to it, and a deep hole dug into the floor."" Based on estimates provided by the various accounts reported by Sudan Tribune, the number of people who have been  executed thus far is uncertain, but ranges in the dozens.",Willful killing of civilians,Human rights violations,RSF,12,,Khartoum,Khartoum ,,"Omdurman’s Wad al-Basir area, Al-Inqaz Street, facing the Weta Factory, Shambat Al-Aradi neighbourhood, the Al-Safia neighbourhood, the Parachute Regiment camp in the Hijra neighbourhood, Al-Kalakla Al-Qubba, Al-Safa,  Al-Kalakla Al-Munawara, and he El-Alamein Sports Club neighbourhoods",,,,,,Sudan Tribune,https://sudantribune.com/article285516/,,,,,,
5/12/2024,,,,,,,Khartoum,Bahri,,,,,,,,,,,,,,,
5/12/2024,,,,,,,Khartoum,Omdurman,,,,,,,,,,,,,,,
5/12/2024,"On May 12, violent clashes have continued in El Fasher, the capital of North Darfur,  between the Sudanese Armed Forces (SAF) and its allied militias against the Rapid Support Forces (RSF) at the northern and eastern directions of the city since Friday morning. The  El Fasher Emergency Room reported dozens of civilians  injured and transferred to El Fasher Southern Hospital,  some of them requiring urgent surgical intervention and operations.",Willful killing of civilians,Human rights violations,RSF,12,,North Darfur,El Fasher,,City,13.6198,25.3549,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/dozens-injured-in-north-darfur-skirmishes,,,,,,
5/12/2024,"On May 12, the old Republican Palace in Khartoum, a historic landmark built in 1832 under Ottoman Turkish rule, was hit by  an Army's airstrike. Video footage of RSF soldiers extinguishing flames in the palace courtyard circulated online that day. The bombing followed intense battles between the SAF and the RSF near the Signal Corps in Khartoum Bahri (Khartoum North), according to local sources consulted by Radio Dabanga.",Indiscriminate use of weapons,Human rights violations,SAF,,,Khartoum,Khartoum center,The old Republican Palace in Khartoum,The old Republican Palace in Khartoum,15.6098,32.5272,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/historic-khartoum-palace-set-ablaze-by-sudan-army-airstrike,,,,,,
5/13/2024,"Despite calls for the cessation of hostilities, the RSF has intensified these last three days  its offensive against El Fasher, North Darfur, which has led to an escalation of violent clashes between them and the Army and the pro-Army Joint Forces. The fighting has resulted in numerous deaths and injuries of civilians caught in the crossfire, and forced many to flee Abu Shouk camp. The most impacted areas have been  the densely populated districts  in the south and north of the city,  such as Al-Inqaz, Al-Salam, Al-Wahda, Al-Hijra, Oulad Al-Reef, and Makraka, which were affected by  artillery bombardment.",Indiscriminate use of weapons,Human rights violations,RSF,Numerous,,North Darfur,El Fasher,,"Al-Inqaz, Al-Salam, Al-Wahda, Al-Hijra, Oulad Al-Reef, and Makraka neighborhoods",1) Al-Inqaz: 13.59778    2) Al-Salam: 13.61978   3) Al-Wahda: 13.60752 4) Oulad Al-Reef: 13.61752                             5) Makraka: 13.61438,1) Al-Inqaz: 25.35228.   2) Al-Salam: 25.35485   3) Al-Wahda: 25.36503 4) Oulad Al-Reef: 25.34206                                   5) Makraka: 25.34998,,,Yes,Sudan Tribune,https://sudantribune.com/article285563/,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/dozens-injured-in-north-darfur-skirmishes,,,,
5/14/2024,"Despite calls for the cessation of hostilities, the RSF has intensified these last three days  its offensive against El Fasher, North Darfur, which has led to an escalation of violent clashes between them and the Army and the pro-Army Joint Forces. The fighting has resulted in numerous deaths and injuries of civilians caught in the crossfire, and forced many to flee Abu Shouk camp. The most impacted areas have been  the densely populated districts  in the south and north of the city,  such as Al-Inqaz, Al-Salam, Al-Wahda, Al-Hijra, Oulad Al-Reef, and Makraka, which were affected by  artillery bombardment.",Indiscriminate use of weapons,Human rights violations,RSF,Numerous,,North Darfur,El Fasher,,"Al-Inqaz, Al-Salam, Al-Wahda, Al-Hijra, Oulad Al-Reef, and Makraka neighborhoods",1) Al-Inqaz: 13.59778    2) Al-Salam: 13.61978   3) Al-Wahda: 13.60752 4) Oulad Al-Reef: 13.61752                             5) Makraka: 13.61438,1) Al-Inqaz: 25.35228.   2) Al-Salam: 25.35485   3) Al-Wahda: 25.36503 4) Oulad Al-Reef: 25.34206                                   5) Makraka: 25.34998,,,Yes,Sudan Tribune,https://sudantribune.com/article285563/,,,,,,
5/14/2024,"On Tuesday, May 14, eyewitnesses reported to Sudan War Monitor that an RSF force using a four-wheel drive vehicle with five heavily armed individuals on board attacked the home of a local religious leader after disputes over Zakat as well as a local resistance movement in the city of Ghabish (aka Gbeish), West Kordofan . The attack left 8 people dead and 10 others injured. ",Deliberate targeting of noncombattant,Human rights violations,RSF,8,,West Kordofan,Gbeish (or Ghabish),,Town,12.1463,27.3323,,,,Sudan War Monitor,https://sudanwarmonitor.com/p/1b6?utm_campaign=post&utm_medium=web,,,,,,
5/15/2024,"On May 15, Sudan War Monitor reported that the Rapid Support Forces in the city of Nyala, the capital of South Darfur, has been perceived opponents the past two weeks, especially former army and police personnel in view of recruiting them. More than 80 people have been arrested.

",Unlawful detention,Human rights violations,RSF,,,South Darfur,Nyala,,City,12.0518,24.8805,,,,Sudan War Monitor,https://sudanwarmonitor.com/p/rsf-mass-arrest-nyala,Sudan War Monitor,https://sudanwarmonitor.com/p/ef5?utm_campaign=post&utm_medium=web,,,,
5/16/2024,"Between Friday, May 10 and Wednesday, May 15, violent clashes between the RSF and the SAF supported by allied armed groups  occured in the Eastern and Southern parts of El Fasher. According to reports by MSF, the clashes have resulted in at least  454 casualties who arrived at the city's South Hospital, 56 of whom died. According to a report from North Darfur Ministry of Health, the violence has left 63 individuals and 388 others injured along with the destruction of homes and private property. A higher death toll is expected.",Indiscriminate use of weapons,Human rights violations, RSF and SAF/Joint forces,63,,North Darfur,El Fasher (East and South),Eastern and Southern parts,,East: 13.622462955120731 South: 13.596744475147153,East: 25.376839784583726 South: 25.354990859405,,,,CNN,https://www.cnn.com/2024/05/16/africa/north-darfur-sudan-deaths-intl/index.html,UN Human Rights,https://www.ohchr.org/en/press-briefing-notes/2024/05/sudan-un-human-rights-chief-horrified-escalating-violence-el-fasher,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/renewed-clashes-in-el-fasher-saf-and-allies-clash-with-rsf,Human Rights Watch,https://www.hrw.org/news/2024/05/17/world-should-rally-halt-unfolding-atrocities-darfur
5/16/2024,"On Thursday, May 16, a health centre in Um Rawaba was attacked by assailants who plundered medical equipment and medications, according to reports by local residents. This attack is part of coordinated attacks attributed by local people to the RSF.",Deliberate targeting of noncombattant,Human rights violations,RSF ,,,North Kordofan,Um Rawaba,Health center,Health center,12.9042,31.2194,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/rsf-seizes-um-rawaba-amid-deadly-north-kordofan-violence,,,,,,
5/18/2024,"On Saturday, May 18, 11 civilians, mostly people waiting for transportantion and residents in the Al-Manara neighbourhood of Omdurman (Khartoum state), were killed as a result of an artillery shelling that local resistance committees  attributed to the RSF. Even though, the shells reportedly came from RSF positions in Khartoum North.",Indiscriminate use of weapons,Human rights violations,RSF,11,,Khartoum,Omdurman, Al-Manara neighbourhood,neighborhood,15.7204,32.5231,,,Yes,Sudan Tribune,https://sudantribune.com/article285830/,,,,,,
5/18/2024,"On Saturday, May 18, El Rahmaniya, a village northwest of Um Rawaba, North Kordofan, was attacked by the RSF, leaving at least 15 dead and several others injured. Scores of houses were burned down. According to residents, other villages around Um Rawaba have experienced, in the past two weeks, similar violence in the past two weeks, including « killing, plundering, burning homes, and displacing residents” by RSF fighters. Targeted villages include El Balahat, Ghabsha El Mahata, and other ""villages surrounding the road linking Wad Ashana and Um Rawaba."" However, the RSF have repeatedly denied any involvement in the violence against civilians and accuse the Sudanese military of that violence.",Deliberate targeting of noncombattant,Human rights violations,RSF ,15,,North Kordofan,El Rahmaniya,"North east  of Um Rawaba, and other  ""villages surrounding the road linking Wad Ashana and Um Rawaba.""",village,12.9869,30.8732,,,yes,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/rsf-seizes-um-rawaba-amid-deadly-north-kordofan-violence,,,,,,
5/19/2024,"On Sunday, May 19, the RSF, reportedly, fired heavy artillery that damaged the specialized Women’s, Maternity, and Neonatal Hospital in El Fasher and injured at least 9 people. ",Indiscriminate use of weapons,Human rights violations,RSF,,,North Darfur,El Fasher,"Women’s, Maternity, and Neonatal Hospital ",Hospital,13.6297,25.3296,,,Yes,Sudan Tribune,https://sudantribune.com/article285820/,,,,,,
5/19/2024,"In an announcement posted on X on Sunday, May 19, the RSF claimed that it has established control over Um Rawaba, a city in North Kordofan. Listeners of Radio Dabanga reported that fighters affiliated with the RSF plundered the Rawaba Grand Market, robbed and killed a resident at gunpoint  in the market, and have been ""imposing heavy taxes on all merchants.” RSF fighters also reportedly detained several people among the civilians who have  travelling long distances on foot or in carts to reach safer areas” after fleeing violent clashes between the RSF and the Army in Um Rawaba and El Obeid. ",Deliberate targeting of noncombattant,Human rights violations,RSF,1,,North Kordofan,Um Rawaba,Rawaba Grand Market,market,12.9046,31.2155,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/rsf-seizes-um-rawaba-amid-deadly-north-kordofan-violence,Reliefweb,https://reliefweb.int/report/sudan/rsf-recaptures-north-kordofan-town,,,,
5/19/2024,"On Sunday, May 19, the Rapid Support Forces (RSF) bombed several El Fasher neighbourhoods, including Abu Shouk camp for displaced people. A number of civilians were killed or injured in and around the city.  ""In an interview with Radio Dabanga , activist Hafez Ishag said that several buildings collapsed due to the indiscriminate shelling of El Fasher. The RSF, currently in control of the eastern and northeastern side of the city, used artillery and rocket launchers. “Shells fell on the Hajar Gadou wells, Gashlag El Jeish, the Saudi Hospital, and the Abu Shouk camp for the displaced. They also bombed the Grand Market and western parts of the city,” he said. The injured were transferred to El Fasher Southern Hospital and the Abu Shouk camp health centre. ",Deliberate targeting of noncombattant,Human rights violations,RSF,,,North Darfur,El Fasher,"Hajar Gadou wells, Gashlag El Jeish, the Saudi Hospital, and the Abu Shouk camp for the displaced.",,1) Hajar Gadou wells: 13.62673                          2) Gashlag El Jeish: 13.62877                          3) Saudi Hospital: 13.6293                            4) Abu Shouk camp: 13.6523 ,1) Hajar Gadou wells: 25.35631                         2) Gashlag El Jeish: 25.34857                         3) Saudi Hospital: 25.3296                           4) Abu Shouk camp: 25.3296                                     ,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/rsf-bombs-hit-north-darfur-capital-and-displaced-camp,,,,,,
5/20/2024,"On Monday, May 20th, local residents reported that the RSF  fired heavy artillery at many residential neighbourhoods in El Fasher near the “Kabir” market in El-Fasher. The neighborhoods affected by the shelling include  the Abu Shouk displacement camp, the Al-Azma and Al-Sahafa neighbourhoods within the city, the Al-Salaam Primary School for Girls where one child was injured, and the Al-Timanat Primary School for Girls in the Al-Amal neighbourhood. ",Deliberate targeting of noncombattant,Human rights violations,RSF,,,North Darfur,El Fasher,"the Abu Shouk displacement camp, the Al-Azma and Al-Sahafa neighbourhoods within the city, the Al-Salaam Primary School for Girls where one child was injured, and the Al-Timanat Primary School for Girls in the Al-Amal neighbourhood. ",,"1) Abu Shouk camp: 13.6523                                                2) Al-Azma Neighbourhood: 13.62043                          3) Al-Sahafa Neighbourhood: 13.6399    4) Al-Salaam Primary School for Girls: 13.6071	                         5) Al-Timanat Primary School for Girls in the Al-Amal neighbourhood: 13.61339  ",1) Abu Shouk camp: 25.3296                                                 2) Al-Azma Neighbourhood: 25.35756.                                 3) Al-Sahafa Neighbourhood:  25.3385                                  4) Al-Salaam Primary School for Girls: 25.3549                            5) Al-Timanat Primary School for Girls in the Al-Amal neighbourhood: 25.35941 ,,,Yes,AYIN Network,https://3ayin.com/en/elfasher2/,,,,,,
5/21/2024,"On Tuesday, May 21, ""a group affiliated with the Rapid Support Forces (RSF) carried out a second day of deadly attacks in the area of Takina, Kamleen locality, Al Jazirah state, killing at least 18 people and injuring many more.""",Willful killing of civilians,Human rights violations,RSF,18,,El Gazira,Al Kamleen,Takina,Village,15.2159,33.0592,,,,Sudan Tribune,https://sudantribune.com/article285937/,,,,,,
5/21/2024,"Sudan War Monitor reported on May 21 that the SAF have been  targeting both foreigners and citizens in Gedaref State, especially Ethiopians, arresting at least 16 Ethiopian refugees, according to local sources. This wave of arrests was motivated by the suspicion that the RSF recruits foreign mercenaries.",,Human rights violations,SAF,,,Gedaref,,,State,14.0086,34.8624,,,,Sudan War Monitor,https://sudanwarmonitor.com/p/crackdown-in-gedaref-targets-foreigners,,,,,,
5/21/2024,"According to an update by Reliefweb on May 21, the Chadian government estimates that the number of Sudanese refugees and returnees in Chad could reach 910,000 by the end of 2024.",,Humanitarian impact: IDP/Refugees flow,,,,,,,,,,,,,Reliefweb,https://reliefweb.int/report/chad/emergency-situation-chad-update-arrivals-sudan-19-may-2024,,,,,,
5/22/2024,"On Wednesday, May 22, several people were killed and injured as a result of clashes between the RSF and the Sudanese Army. Witnesses reported fierce fighting involving heavy weaponry  in the northern and eastern parts of the city. The Abu Shouk IDP (Internally Displaced People) Camp Emergency Room also reported that several individuals were injured in the camp as a result of  falling shells.  According to a member of the Abu Shouk Camp Emergency Room,  “RSF militias stormed the camp, committing brutal crimes against unarmed youth, including beatings, torture, detention, and looting.” At least, 18 people were injured.",Deliberate targeting of noncombattant,Human rights violations,Both SAF & RSF,Several,,North Darfur,El Fasher,(Northern and Eastern parts),city,North: 13.646465575560498 East: 13.622462955120731,North: 25.35856671956515 East: 25.376839784583726,,,,Sudan Tribune,https://sudantribune.com/article285982/,Anadolu,https://www.aa.com.tr/en/middle-east/several-killed-injured-in-fresh-sudan-fighting/3227632#,,,,
5/22/2024,"Repeated airstrikes on Kabkabiya, a town under the control of the RSF,  in North Darfur on Wednesday, May 22, led to the death of 16 people, among them 12 children. Dozens of others were injured. Nine houses were demolished.
Resident Adnan Ibrahim reported y that an Antonov dropped a barrel bomb on the Soleng School on Wednesday. Three children died. A second bomb fell on a house in the southern part of the town, killing three people. Several people were wounded.
A displaced woman, who preferred to withhold her name for security reasons, told Radio Dabanga that six students at the Osman School Complex were killed when a bomb fell near the school in the Tabiya neighbourhood. Dozens of people were wounded. Three houses collapsed.  A second bomb that fell in the Karkara neighbourhood killed three children, wounded dozens of people, and destroyed six houses. The air raids, which caused great panic among the people, also led to the destruction of two water tanks in the Amiriya and Karkara neighbourhoods, which caused a severe water crisis in several parts of the town.",Deliberate targeting of noncombattant,Human rights violations,,16,,North Darfur,Kabkabiya,"Soleng School, Osman School Complex, Tabiya, Amiriya, and Karkara neighbourhoods",,Amariya: 13.6526,Amariya: 24.0920,,,Yes,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/at-least-16-die-in-sudan-air-force-bombing-of-kabkabiya-north-darfur,,,,,,
5/23/2024,"In South Darfur’s Kalma camp, reports on Tuesday revealed that 110 individuals have recently died. Sources indicate a concerning rise in potential polio cases alongside acute hunger. Urgent food deliveries are necessary to prevent further fatalities within the camp.",,Humanitarian impact: IDP/Refugees flow,,110,,South Darfur,Kalma camp,,camp,12.0155,24.9963,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/110-dead-and-potential-polio-surge-in-south-darfur-kalma-camp,,,,,,
5/23/2024,"Following indiscriminate shelling that affected parts of the Abu Shouk Camp, in El Fasher, North Darfur, and widespread abuses by the RSF, there has been a mass exodus from the camp residents towards unknown destinations.  An  estimated 60% of residents have fled the Abu Shouk camp, according to Sudan Tribune who indicated that "" The camp, home to approximately 400,000 displaced persons, was overrun by the RSF on Wednesday [May 22], triggering a wave of killings, lootings, arrests, and arson, particularly in sections 27 and 28.",Deliberate targeting of noncombattant,Humanitarian impact: IDP/Refugees flow,Both SAF & RSF,,,North Darfur,El Fasher,,city,13.6198,25.3549,,,,Sudan Tribune,https://sudantribune.com/article286027/,,,,,,
5/25/2024,"On Saturday, May 25,  Minni Minnawi, the governor of North Darfur, declared that at least 30 civilians and 17 soldiers were killed in attacks in El Fasher.  He commented: “This shows that the goal of those attacking el-Fasher is to exterminate the city.”",Indiscriminate use of weapons,Human rights violations,Both SAF & RSF,,,North Darfur,El Fasher,,city,13.6198,25.3549,,,,Al Jazeera,https://www.aljazeera.com/news/2024/5/25/at-least-47-killed-in-sudan-armys-last-stronghold-el-fasher,,,,,,
5/25/2024,Médecins Sans Frontières (MSF) confirmed the death of one of their employees in an artillery strike on his home in central El Fasher.  The employee was an  off-duty watchman working at the MSF pharmacy and was reportedly killed when shelling struck his home near El Fasher’s main market on May 25.,Indiscriminate use of weapons,Human rights violations,Unknown,1,,North Darfur,El Fasher,"Central El Fasher, near El Fasher's main market",Central El Fasher (El Fasher main market),13.6245,25.3576,,,,MSF,https://x.com/MSF_Sudan/status/1794590369298157715,Sudan Tribune,https://sudantribune.com/article286167/,Sudan Tribune,https://sudantribune.com/article286148/,,
5/25/2024,"A report by the ACAPS Sudan Analysis Hub, reviewed by Sudan Tribune on May 25, documented the obstruction of the aid delivery system in Sudan by the warring parties. Based on data from the UN Migration Age (IOM) data, the report cited the slow processes for bringing staff and supplies into Sudan, delays in moving medical and food supplies from Port Sudan to other areas, the effects of the influx on adequate food, water and healthcare, and the fact that insecurity in neighbouring states, particularly Khartoum and Aj Jazirah, continues to hinder movement of aid workers and supplies.",Deliberate targeting of noncombattant,Humanitarian impact: IDP/Refugees flow,Both SAF & RSF,,Countrywide/ multiple locations,,,,,,,,,,Sudan Tribune,https://sudantribune.com/article286174/,,,,,,
5/25/2024,"Since the beginning of the war in April 2023 to May 2024, a campaign dedicated to combating rape and sexual violence in Sudan, “Together Against Rape and Sexual Violence,” has documented 377 cases of rape, including 131 cases involving young girls. There were at least  99 cases documented in North Darfur, 89 in Al Jazirah, 56 in Central Darfur, 55 in Khartoum, and 22 in Al-Obeid. The remaining cases are spread across other regions.",Gender-based or other conflict-related sexual violence ,Human rights violations,,,,North Darfur,,,State,15.7662,24.9042,,,,Sudan Tribune,https://sudantribune.com/article286123/,,,,,,
5/25/2024,"Since the beginning of the war in April 2023 to May 2024, a campaign dedicated to combating rape and sexual violence in Sudan, “Together Against Rape and Sexual Violence,” has documented 377 cases of rape, including 131 cases involving young girls. There were at least  99 cases documented in North Darfur, 89 in Al Jazirah, 56 in Central Darfur, 55 in Khartoum, and 22 in Al-Obeid. The remaining cases are spread across other regions.",Gender-based or other conflict-related sexual violence ,Human rights violations,,,,Central Darfur,,,State,12.3135,23.1918,,,,Sudan Tribune,https://sudantribune.com/article286123/,,,,,,
5/25/2024,"Since the beginning of the war in April 2023 to May 2024, a campaign dedicated to combating rape and sexual violence in Sudan, “Together Against Rape and Sexual Violence,” has documented 377 cases of rape, including 131 cases involving young girls. There were at least  99 cases documented in North Darfur, 89 in Al Jazirah, 56 in Central Darfur, 55 in Khartoum, and 22 in Al-Obeid. The remaining cases are spread across other regions.",Gender-based or other conflict-related sexual violence ,Human rights violations,,,,El Gazira,,,State,14.4275,33.2588,,,,Sudan Tribune,https://sudantribune.com/article286123/,,,,,,
5/25/2024,"Since the beginning of the war in April 2023 to May 2024, a campaign dedicated to combating rape and sexual violence in Sudan, “Together Against Rape and Sexual Violence,” has documented 377 cases of rape, including 131 cases involving young girls. There were at least  99 cases documented in North Darfur, 89 in Al Jazirah, 56 in Central Darfur, 55 in Khartoum, and 22 in Al-Obeid. The remaining cases are spread across other regions.",Gender-based or other conflict-related sexual violence ,Human rights violations,,,,Khartoum,,,State,15.7938,32.8987,,,,Sudan Tribune,https://sudantribune.com/article286123/,,,,,,
5/25/2024,"Since the beginning of the war in April 2023 to May 2024, a campaign dedicated to combating rape and sexual violence in Sudan, “Together Against Rape and Sexual Violence,” has documented 377 cases of rape, including 131 cases involving young girls. There were at least  99 cases documented in North Darfur, 89 in Al Jazirah, 56 in Central Darfur, 55 in Khartoum, and 22 in Al-Obeid. The remaining cases are spread across other regions.",Gender-based or other conflict-related sexual violence ,Human rights violations,,,,North Kordofan,El Obeid,,city,13.1782,30.2167,,,,Sudan Tribune,https://sudantribune.com/article286123/,,,,,,
5/25/2024,"On Saturday, May 25, from five  until eight o’clock in the evening, heavy fighting resumed between the RSF and the SAF  in Babanusa, West Kordofan after the RSF launched anr attack against the Sudanese army’s 22nd Infantry Division base on the western side of that city. Military sources reported at least 5 fighters  killed and 20 injured on the RSF side, and on the Army's side, 7 killed and others injured. This makes a total of at least 12, a number confirmed by Sudan War Monitor.","Military operations (battle, shelling)",,Both SAF & RSF,12,,West Kordofan,Babanusa,,town,11.3207,27.8136,,,,Sudan War Monitor,https://sudanwarmonitor.com/p/rapid-support-forces-renew-attack,Sudan War Monitor,https://sudanwarmonitor.com/p/765,,,,
5/25/2024,"On  Saturday, May 25, Gandahar Market in Ombada, just west of Omdurman, was heavily damaged by a fire  allegedly caused by an airstrike by the Sudan Armed Forces. Using geolocation, Sudan War Monitor was able to verify the location of the incident (15.649768, 32.389874), and satellite images corroborated the date, but could not confirm the exact death toll or the cause of the damage.The Rapid Support Forces (RSF), which control the area, produced videos of the aftermath of the blast, showing at least 12 bodies, many of them charred beyond recognition.
",Indiscriminate use of weapons,Human rights violations,SAF,12,,Khartoum,Ombada,Gandahar Market ,city,15.649768,32.389874,,,,Sudan War Monitor,https://sudanwarmonitor.com/p/gandahar-market-attack,,,,,,
5/26/2024,"MSF teams at the Southern Hospital in El Fasher, North Darfur,  have documented 123 deaths and over 930 injuries in the past two weeks alone. Other estimates place the death toll at 134. (On Friday,   clashes between the Sudanese army, armed movements, and the Rapid Support Forces (RSF) left at least  22 dead and over 110 injured, according to Ibrahim Abdallah Khater, General Director of Health in North Darfur State.) Thousands of residents have fled the city, seeking refuge in areas controlled by the Sudan Liberation Movement (SLM) under Abdel Wahid Nur.",Indiscriminate use of weapons,Human rights violations,Both SAF & RSF,123,,North Darfur,El Fasher,Southern Hospital,Southern Hospital,13.6092,25.358,,,,Sudan Tribune,https://sudantribune.com/article286148/,AOL,https://www.aol.com/130-people-die-sudan-hospital-174910423.html,Sudan Tribune,https://sudantribune.com/article286079/,,
5/27/2024,"As a result of the intensification of fighting between the RSF and the Army who is backed by the Joint Force of Armed Struggle Movements, both the security and huminitarian situation has deteriorated according to several reports. The Dar El Salam Emergency Room in North Darfur said in a statement yesterday that almost 20,000 displaced people have fled to the locality to escape fighting in El Fasher and other areas in the past weeks, most of whom are staying with host families.
“There are 11 shelters, 8 of which are schools, in Dar El Salam. The displaced are living in difficult conditions due to the lack of external assistance from humanitarian organisations”. Whereas the SAF claims that it has “successfully expelled the RSF outside of the eastern borders of El Fasher”,  the RSF declared on May 26 that it epelled an attack by the SAF in El Fasher on May 25 and accused the army and allies of sheltering in displaced camps and using civilians as human shields.","Military operations (battle, shelling)",Humanitarian impact: IDP/Refugees flow,Both SAF & RSF,,,North Darfur,El Fasher,,city,13.6198,25.3549,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/msf-employee-killed-by-shell-as-north-darfur-fighting-rages-on,UN OCHA,https://x.com/CNkwetaSalami/status/1794709045280149769,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/north-darfur-civilians-flee-catastrophic-escalation-in-conflict,,
5/27/2024,"On Monday, May 27th, Joint Forces, under the command of the Sudan Liberation Movement led by Minni Arko Minawi recaptured the Golo reservoir west of El-Fasher. The reservoir, the primary water source for the North Darfur capital, had been briefly seized by the Rapid Support Forces (RSF).",,,SLM,,,North Darfur,El Fasher,Golo reservoir west of El Fasher,Water reservoir ,13.6274,25.2467,,,,Sudan Tribune,https://sudantribune.com/article286204/,,,,,,
5/28/2024,"Battles around the Golo water reservoir, west of El Fasher, intensified, amid contradictory reports about control of the area.  The RSF posted video clips on social media announcing their control of the Golo reservoir yesterday. Meanwhile, a military source told Radio Dabanga that the paramilitaries had not taken control of the reservoir and confirmed that battles over it were ongoing. Later that day, video clips showed RSF soldiers blocking the water supply from the Golo reservoir to El Fasher, suggesting they had control over the reservoir.",,,SLM & RSF,,,North Darfur,El Fasher,Golo reservoir west of El Fasher,Water reservoir ,13.6274,25.2467,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/bombs-fall-amid-ongoing-battle-for-north-darfur-capital,,,,,,
5/28/2024,"On May 27, Save the Children reported that the number of attacks on schools has increased in Sudan since the beginning of the war with ""88 reports of violent incidents and most schools now closed"". The recorded incidents included ""airstrikes on schools resulting in the killing and injury of students and teachers, torturing of teachers, killing and abduction of teachers and sexual violence against students inside education facilities. Other incidents included occupation of schools by armed groups, use of schools as weapons storage facilities, and battles fought on education premises."" 
 ",Deliberate targeting of noncombattant,Human rights violations,,,Countrywide,,,,,,,,,,Save the Children,https://www.savethechildren.net/news/sudan-violent-attacks-schools-and-education-surge-fourfold-one-year-conflict,Sudan Tribune,https://sudantribune.com/article286288/,,,,
5/28/2024,"The Sudanese Armed Forces (SAF) reportedly shot down a Rapid Support Forces (RSF) drone in El Fasher, capital of North Darfur, on Tuesday, while the RSF continued to fire shells at multiple neighbourhoods in the city. A SAF airstrike reportedly set a hospital in Kutum on fire that day.","Military operations (battle, shelling)",,,,,North Darfur,El Fasher,El Salam neighbourhood,El Salam primary school for girls,13.6071,25.3549,,,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/airstrike-sets-north-darfur-hospital-ablaze,,,,,,
5/28/2024," ""On May 28, 2024, a pro-RSF account on the X platform posted a video showing active fires in several buildings at the Kutum Teaching Hospital. Kutum is 100 kilometers northwest of the besieged city of El Fasher, the capital of North Darfur state. The spokesperson said in the video that the air strikes completely destroyed the hospital's electricity system, as well as the maternity ward, noting the presence of women in the hospital. He added that this is the second time the hospital has been bombed. The video shows explosion marks on the walls of the buildings, similar to those caused by explosions as a result of bombing. The incident comes in a series of documented incidents of the armed forces' destruction of health facilities, infrastructure, oil facilities, commercial buildings and citizens' homes. Coordinates: 14.202419, 24.660617""   (Verbatim report from the source) . A listener of Radio Dabanga in El Fasher confirmed that SAF warplanes bombed the hospital of Kutum, which is located northwest of El Fasher on Tuesday, May 28 in the evening, “killing and injuring many patients and destroying parts of the hospital”. The listener also reported that SAF shot down  the same day an RSF drone iin El Salam, a neighbourhood in the southern part of the city in response to the RSF artillery shelling.
",Damage or destruction of civilian critical infrastructure,Human rights violations,SAF,,,North Darfur,Kutum ,Kutum Teaching Hospital,,14.202419,24.660617,,,Yes,Sudan War Monitor,https://sudanwarmonitor.com/p/885,X,https://x.com/AlryhaRSF/status/1795502531709178038,,Radio Dabanga,https://www.dabangasudan.org/en/all-news/article/airstrike-sets-north-darfur-hospital-ablaze,
